Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Purchase,Collection Purchase - Detail,Collection Lyrics,Collection MoFi Sleeve,Collection 1st Play,Collection 2nd Play,Collection 3rd Play,Collection 4th Play,Collection 5th Play,Collection 6th Play,Collection 7th Play,Collection 8th Play,Collection 9th Play,Collection 10th Play,Collection Purchase Date,Collection Color,api_url,genre,style,num_songs,format,format_qty,community_have,community_want,rating_avg,rating_count,date_played,year,runtime
2537546664,BANKS (7),Goddess,"Harvest, Good Years","2xLP, Album",3,2014,6070778,Vinyl LPs (New),9/10/2014 0:01,Mint (M),Mint (M),Amazon,NA,NA,"Yes x2
",9/9/2014,9/20/2014,8/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6070778,Electronic,Indie Pop,14,Vinyl,2,914,561,4.44,81,8/15/2022,2014,59.75
B0014504-01,Big Boi,Sir Lucious Left Foot: The Son Of Chico Dusty,Def Jam Recordings,"2xLP, Album, Whi",5,2010,2358428,Vinyl LPs (New),2/21/2015 18:09,Mint (M),Mint (M),UO,NA,Yes,"Yes x2
",5/2/2015,8/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White, White",https://api.discogs.com/releases/2358428,Hip Hop,,15,Vinyl,2,1897,544,4.37,187,8/18/2022,2010,64
B0017918-01,Big Boi,Vicious Lies And Dangerous Rumors,Def Jam Recordings,"2xLP, Mar",4,2013,4180125,Vinyl LPs (New),2/21/2015 18:09,Mint (M),Near Mint (NM or M-),UO,NA,NA,NA,5/2/2015,8/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purple, Purple",https://api.discogs.com/releases/4180125,Hip Hop,,14,Vinyl,2,677,420,4.34,61,8/18/2022,2012,65
88985 44669 1,Big Boi,Boomiverse,Epic,"2xLP, Album, Blu",NA,2017,10470165,Vinyl LPs (New),12/6/2017 20:31,Mint (M),Mint (M),eBay,get_importCDs,Yes,Yes x2,8/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blue, Blue",https://api.discogs.com/releases/10470165,Hip Hop,,12,Vinyl,2,1119,251,4.36,72,8/19/2022,2017,45.5
848 368-1,Black Sheep,A Wolf In Sheep's Clothing,Mercury,"LP, Album, RE",NA,0,1162113,Vinyl LPs (New),12/28/2016 14:44,Mint (M),Mint (M),Other,Tonevendor,No,Yes,8/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1162113,Hip Hop,Boom Bap,20,Vinyl,1,1255,306,4.27,121,8/19/2022,1991,70
"NRV 2002-1, NRV 9101-02002-1",Black Moon,Enta Da Stage,"Nervous Records, Wreck Records","LP, Album, RE, 180",NA,0,1210618,Vinyl LPs (New),8/19/2022 14:03,Mint (M),Mint (M),"Amazon
",NA,No,Yes,8/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1210618,Hip Hop,Conscious,14,Vinyl,1,1173,515,4.48,157,8/19/2022,1993,52.75
WIGLP298,Jon Hopkins,Immunity,Domino,"2xLP, Album",NA,2013,4619033,Vinyl LPs (New),5/28/2017 13:58,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes x2,5/28/2017,8/22/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4619033,Electronic,Electro,8,Vinyl,2,6554,2583,4.61,710,8/22/2022,2013,60
WIGLP352,Jon Hopkins,Singularity,Domino,"2xLP, Album, 180",NA,2018,11950639,Vinyl LPs (New),6/5/2018 23:54,Mint (M),Mint (M),Amazon,NA,NA,Yes x2,6/5/2018,8/22/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/11950639,Electronic,Tech House,9,Vinyl,2,3913,882,4.48,312,8/22/2022,2018,75
CAD3430,Merchandise (2),After The End,4AD,"LP, Album, Ltd, Gre",NA,2014,6024108,Vinyl LPs (New),2/26/2015 4:56,Mint (M),Mint (M),UO,NA,Yes,"Yes
",2/28/2015,6/22/2015,8/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,Green,https://api.discogs.com/releases/6024108,Rock,Indie Rock,10,Vinyl,1,996,80,4.01,67,8/23/2022,2014,44.2
CT-140,Mac Demarco,Rock And Roll Night Club,Captured Tracks,"12"", EP, RE",NA,2014,6173840,Vinyl LPs (New),4/25/2016 23:13,Mint (M),Mint (M),Label,NA,NA,"Yes
",8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6173840,Rock,Indie Rock,12,Vinyl,1,1607,348,4.42,118,8/24/2022,2012,32
CT-164,Mac DeMarco,2,Captured Tracks,"LP, Album, RE",NA,2015,7766185,Vinyl LPs (New),4/25/2016 23:13,NA,NA,Label,NA,NA,"Yes
",8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7766185,Rock,Lo-Fi,11,Vinyl,1,1950,866,4.47,146,8/24/2022,2012,31.5
CT/SP-004,Mac DeMarco,Salad Days Demos,Captured Tracks,"LP, Ltd, RE, Whi",NA,2018,12402033,Vinyl LPs (New),8/24/2022 9:53,Mint (M),Mint (M),Park Ave CDs,NA,NA,Yes,8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/27/2018 21:30,White,https://api.discogs.com/releases/12402033,Rock,Indie Rock,14,Vinyl,1,1112,485,4.13,60,8/24/2022,2014,38
CT/SP-005,Mac DeMarco,2 Demos,Captured Tracks,"LP, Ltd, RE, RP, Gre",NA,2018,12402060,Vinyl LPs (New),8/24/2022 9:53,Mint (M),Mint (M),Park Ave CDs,NA,NA,Yes,8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/27/2018 21:30,Green,https://api.discogs.com/releases/12402060,Rock,Indie Rock,10,Vinyl,1,1230,303,4.33,70,8/24/2022,2013,26.6
CT/SP-029,Mac Demarco,Another (Demo) One,Captured Tracks,"LP, Album, RSD, Ltd, Red",NA,2016,8388389,Vinyl LPs (New),4/17/2016 1:31,Mint (M),Mint (M),"Park Ave CDs
",NA,No,Yes,8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,https://api.discogs.com/releases/8388389,Rock,Indie Rock,16,Vinyl,1,1751,949,4.32,113,8/24/2022,2016,48
CT-193,Mac DeMarco,Salad Days,Captured Tracks,"LP, Album, Ltd, RE, Tri",5,2015,6851752,Vinyl LPs (New),4/28/2015 23:25,Mint (M),Mint (M),Label,Captured Tracks,NA,NA,4/28/2015,8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,https://api.discogs.com/releases/6851752,Rock,Indie Rock,11,Vinyl,1,694,1424,4.51,92,8/24/2022,2014,34.75
"CT-228, CT/SP-023",Mac DeMarco,Another One,"Captured Tracks, Captured Tracks","LP, MiniAlbum, Gre + LP, W/Lbl + Ltd, S/Edition",NA,2015,7287041,Vinyl LPs (New),8/4/2015 22:46,Mint (M),Mint (M),Label,NA,No,No x2,8/6/2015,8/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,https://api.discogs.com/releases/7287041,Rock,Indie Rock,18,Vinyl,1,1795,1664,4.44,153,8/24/2022,2015,23.8
SVR13,Menomena,I Am The Fun Blame Monster,SlyVinyl Records,"LP, Album, Dlx, Ltd, RE, Bla",NA,2019,14493051,Vinyl LPs (New),12/26/2019 18:28,Mint (M),Mint (M),Label,SlyVinyl Records,NA,"Yes x2
",8/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black/White, Black/White",https://api.discogs.com/releases/14493051,Rock,Indie Rock,18,Vinyl,1,201,137,4.69,13,8/26/2022,2003,76
6.02538E+11,Massive Attack,Mezzanine,"Virgin, Circa","2xLP, Album, RE, 180",NA,2013,5077187,Vinyl LPs (New),5/9/2018 16:42,Mint (M),Mint (M),Amazon,NA,NA,"Yes x2
",8/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5077187,Electronic,Trip Hop,11,Vinyl,2,35015,7750,4.71,3140,8/26/2022,NA,NA
mbv lp 01,My Bloody Valentine,m b v,MBV Records,"LP, Album, Gat + CD, Album + Ltd",4,2013,4331747,Vinyl LPs (New),2/26/2015 4:52,Mint (M),Mint (M),UO,NA,NA,"Yes
",3/2/2015,8/26/2022,3/27/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4331747,Rock,Shoegaze,18,Vinyl,1,14128,3015,4.31,1286,8/26/2022,2013,46.5
FG27,Menomena,Friend And Foe,FILMguerrero,"LP, Album, Club, RE, 180",5,2015,6883190,Vinyl LPs (New),4/22/2015 2:27,Mint (M),Mint (M),Label,Vinyl Me Please,NA,"Yes
",4/25/2015,7/8/2015,10/27/2015,9/14/2016,8/26/2022,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6883190,Rock,Indie Rock,12,Vinyl,1,3721,273,4.09,239,8/26/2022,2007,47.8
RWK-1183,Jurassic 5,Quality Control (Instrumentals),Rawkus,"2xLP, Album",NA,2000,125927,Vinyl LPs (New),6/15/2016 20:28,NA,NA,"Park Ave CDs
",NA,NA,"No x2
",8/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/125927,Hip Hop,Instrumental,14,Vinyl,2,661,461,4.5,54,8/27/2022,2000,53.75
CT-260,Mac Demarco,This Old Dog,Captured Tracks,"LP, Album, Ltd, Whi",NA,2017,10103804,Vinyl LPs (New),5/6/2017 4:14,Mint (M),Mint (M),"Park Ave CDs
",NA,No,Yes,4/26/2018,8/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/10103804,Rock,Indie Rock,13,Vinyl,1,1846,945,4.44,134,8/27/2022,2017,42.5
CTSP-051,Mac Demarco,Old Dog Demos,Captured Tracks,"LP, Album, RSD, Ltd, Gol",NA,2018,11856758,Vinyl LPs (New),4/23/2018 14:00,Mint (M),Mint (M),"Park Ave CDs
",NA,No,Yes,4/26/2018,8/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/11856758,Rock,Indie Rock,15,Vinyl,1,2265,830,4.48,157,8/27/2022,2018,42.9
"LPGRONI, 5065001040733",Neu!,Neu!,"Grönland Records, Grönland Records","LP, Album, RE, Whi",4,2010,2376386,Vinyl LPs (New),2/22/2015 17:45,Mint (M),Mint (M),UO,NA,NA,"Yes
",2/22/2015,8/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/2376386,Electronic,Krautrock,7,Vinyl,1,6836,1538,4.53,630,8/27/2022,1972,45.75
BING-072,Sharon Van Etten,Epic,Ba Da Bing!,"LP, Album",NA,2010,2492979,Vinyl LPs (New),8/1/2016 1:41,NA,NA,"Park Ave CDs
",NA,NA,"Yes
",8/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2492979,Rock,Acoustic,7,Vinyl,1,1540,362,4.28,95,8/29/2022,2010,32.1
88765400911,Fugees,The Score,"Columbia, Ruffhouse Records","2xLP, Album, RE, Gat",NA,2012,4351328,Vinyl LPs (New),3/14/2017 20:31,Mint (M),Mint (M),Amazon,NA,No,Yes x2,8/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4351328,Hip Hop,Pop Rap,13,Vinyl,2,8516,1583,4.7,397,8/29/2022,1996,69
JAG201,Sharon Van Etten,Tramp,Jagjaguwar,"LP, Album",NA,2012,3387096,Vinyl LPs (New),4/5/2016 4:55,NA,NA,GoHastings,NA,NA,"Yes
",8/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3387096,Rock,Indie Rock,12,Vinyl,1,3939,511,4.37,244,8/29/2022,2012,46.3
SP900,Shabazz Palaces,Black Up,Sub Pop,"LP, Album",5,2011,2960146,Vinyl LPs (New),10/29/2015 23:38,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes,8/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2960146,Electronic,Dub,10,Vinyl,1,3745,1127,4.47,361,8/29/2022,2011,36
JAG266,Sharon Van Etten,I Don't Want To Let You Down EP,Jagjaguwar,"12"", EP",4,2015,7094226,Vinyl LPs (New),6/13/2015 19:10,Mint (M),Mint (M),"Park Ave CDs
",NA,No,"Yes
",6/17/2015,8/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7094226,Rock,,5,Vinyl,1,1461,84,4.15,66,8/29/2022,2015,22.2
JAG331,Sharon Van Etten,Remind Me Tomorrow,Jagjaguwar,"LP, Album",NA,2019,13075303,Vinyl LPs (New),6/7/2019 15:43,NA,NA,eBay,get_importCDs,NA,"Yes
",6/19/2019,8/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/13075303,Rock,Indie Rock,10,Vinyl,1,2994,403,4.35,139,8/29/2022,2019,41.2
JAG255,Sharon Van Etten,Are We There,Jagjaguwar,"LP, Album, Ltd, Cle",5,2014,5716943,Vinyl LPs (New),6/4/2014 6:17,Mint (M),Mint (M),"Park Ave CDs
",NA,Yes,"Yes
",6/23/2014,9/1/2014,10/12/2014,6/18/2015,8/29/2022,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/5716943,Rock,Indie Rock,11,Vinyl,1,1254,408,4.65,82,8/29/2022,2014,47
88985304441,NAO (33),For All We Know,"Little Tokyo Recordings, Sony Music","2xLP, Album, Club, Ltd, Pin",NA,2016,9191568,Vinyl LPs (New),12/17/2016 4:49,Mint (M),Mint (M),Label,Vinyl Me Please,NA,Yes x2,8/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pink, Pink",https://api.discogs.com/releases/9191568,Electronic,Contemporary R&B,18,Vinyl,2,349,347,4.63,27,8/31/2022,2016,53.75
MMS024-NC,Madlib,Piñata Beats,Madlib Invazion,"2xLP, Ltd, RE, Bla",NA,2021,21076921,Vinyl LPs (New),9/1/2022 12:00,Mint (M),Mint (M),Label,Newbury Comics,NA,Yes x2,9/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2022 12:00:00PM,"Gray, Gray",https://api.discogs.com/releases/21076921,Hip Hop,,16,Vinyl,2,92,110,4.6,5,9/1/2022,2014,52
BEC5156484,Christine And The Queens,Chaleur Humaine,Because Music,"LP, Album, Whi + CD, Album + Ltd, RE, Gat",NA,2022,22412494,Vinyl LPs (New),9/2/2022 14:42,Mint (M),Mint (M),UO,NA,NA,Yes,9/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/2022 19:00,White,https://api.discogs.com/releases/22412494,Electronic,Indie Pop,24,Vinyl,1,397,35,4.44,16,9/2/2022,2014,42.75
GLS-0181-02,Chvrches,Every Open Eye,"Glassnote (2), Goodbye Records (2)","CD, Album",NA,2015,7492666,CDs,10/5/2015 14:17,Mint (M),Mint (M),Label,NA,NA,N/A,9/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/16/2015 20:00,NA,https://api.discogs.com/releases/7492666,Electronic,Synth-pop,11,CD,1,300,66,4.18,28,9/3/2022,2015,42
OLE1772LP,Spoon,Lucifer On The Sofa,Matador,"LP, Album, Ltd, Cre",NA,2022,22427725,Vinyl LPs (New),9/2/2022 14:45,Mint (M),Mint (M),UO,NA,NA,Yes,9/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/2022 19:00,White,https://api.discogs.com/releases/22427725,Rock,Indie Rock,10,Vinyl,1,318,51,4.42,12,9/3/2022,2022,38.5
RWK 1158-2,Black Star,Mos Def & Talib Kweli Are Black Star,Rawkus,"CD, Album, Sli",NA,1998,119096,CDs,10/21/2015 19:46,NA,NA,eBay,NA,NA,N/A,9/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/119096,Hip Hop,Conscious,13,CD,1,1341,510,4.43,203,9/3/2022,1998,50
"SP1430, SP-1430",Father John Misty,Chloë And The Next 20th Century,"Sub Pop, Sub Pop","2xLP, Album, Ltd, Cle",NA,2022,22813016,Vinyl LPs (New),9/1/2022 12:27,Mint (M),Mint (M),Label,Newbury Comics,NA,Yes x2,9/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2022 12:00:00PM,"Clear, Clear",https://api.discogs.com/releases/22813016,Rock,Indie Rock,11,Vinyl,2,210,43,4.75,4,9/3/2022,2022,50.7
XL1196LPE,The Smile (5),A Light For Attracting Attention,XL Recordings,"2xLP, Album, Ltd, Yel",NA,2022,23529293,Vinyl LPs (New),9/1/2022 12:03,Mint (M),Mint (M),Label,Newbury Comics,NA,Yes x2,9/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2022 12:00:00PM,"Yellow, Yellow",https://api.discogs.com/releases/23529293,Electronic,Alternative Rock,13,Vinyl,2,5891,530,4.56,335,9/3/2022,2022,53.4
LIB157CDX,Chvrches,The Bones Of What You Believe,"Goodbye Records (2), Liberator Music","CD, Album + CD + Dlx",NA,2014,5886165,CDs,7/29/2015 19:10,Mint (M),Mint (M),eBay,NA,No,N/A,9/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5886165,Electronic,Synth-pop,31,CD,1,95,144,4.43,14,9/4/2022,2013,48
B0019906-02,St. Vincent,St. Vincent,"Loma Vista, Republic Records","CD, Album",NA,2014,5438514,CDs,9/5/2022 8:22,Mint (M),Mint (M),NA,NA,NA,N/A,9/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/31/2014 12:00,NA,https://api.discogs.com/releases/5438514,Electronic,Art Rock,11,CD,1,776,139,4.16,63,9/4/2022,2014,40
88697 62395 1,The Jimi Hendrix Experience,Are You Experienced,"Experience Hendrix, Legacy","LP, Album, RE, RM, Gat",5,2010,2416800,Vinyl LPs (New),10/22/2013 1:17,Near Mint (NM or M-),Mint (M),Park Ave CDs,NA,NA,NA,6/21/2014,9/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2416800,Rock,Blues Rock,11,Vinyl,1,6876,1163,4.72,602,9/4/2022,1967,60
BBC-93138-1,Aesop Rock,Bazooka Tooth,Block Block Chop,"LP, Ltd, RE, RM, Ora + LP, Ltd, RE, RM, Lem + LP,",NA,2021,20658808,Vinyl LPs (New),9/1/2022 12:03,Mint (M),Mint (M),Label,Newbury Comics,NA,Yes x3,9/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2022 12:00:00PM,"Orange, Yellow, Clear",https://api.discogs.com/releases/20658808,Hip Hop,Conscious,19,Vinyl,1,269,86,4.38,16,9/5/2022,2003,70
GSRLP-288,Gang Starr,Step In The Arena - Instrumental,Not On Label (Gang Starr),"2xLP, RE, Unofficial",NA,0,111859,"Vinyl 12"" Singles",5/12/2016 22:37,Very Good Plus (VG+),NA,"Other
",Rabbitfoot Records,NA,NA,4/9/2019,9/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/111859,Hip Hop,Instrumental,16,Vinyl,2,160,265,4.42,19,9/5/2022,1991,50.5
R1 520967,The Smiths,The Queen Is Dead,Rhino Records (2),"LP, Album, RE, RM, 180",5,2009,1901255,Vinyl LPs (New),6/30/2015 19:29,Mint (M),Mint (M),Amazon,NA,NA,Yes,9/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1901255,Rock,Indie Rock,10,Vinyl,1,6253,1745,4.63,493,9/8/2022,1986,37.1
R1-562969,Notorious B.I.G.,Ready To Die,Bad Boy Entertainment,"LP, Red + LP, Whi + Album, Club, RE, RM",NA,2017,10844795,Vinyl LPs (New),9/14/2017 17:57,Mint (M),Mint (M),Label,Vinyl Me Please,NA,Yes x2,9/9/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red, White",https://api.discogs.com/releases/10844795,Hip Hop,Gangsta,18,Vinyl,1,11344,4665,4.62,820,9/9/2022,1994,76
"OLE-1034-1, OLE-1034-2",Majical Cloudz,Impersonator,"Matador, Matador","LP, Album",4,2013,4564043,Vinyl LPs (New),9/7/2014 1:50,Mint (M),Mint (M),UO,NA,NA,"Yes
",9/6/2014,9/9/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4564043,Electronic,Minimal,10,Vinyl,1,599,139,4.51,43,9/9/2022,2013,38.3
8122796070,Notorious B.I.G.,Life After Death,Bad Boy Entertainment,"3x12"", Album, RE",NA,2017,10112994,Vinyl LPs (New),9/10/2022 4:15,Mint (M),Mint (M),Amazon,NA,NA,Yes x3,9/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/14/2018 12:00,NA,https://api.discogs.com/releases/10112994,Hip Hop,Gangsta,24,Vinyl,3,2984,1038,4.68,254,9/10/2022,1997,109
"R1 23720, WB 23720",Prince,1999,"Rhino Records (2), Warner Bros. Records","2xLP, Album, RE, RM, 180",NA,2011,3139530,Vinyl LPs (New),9/10/2022 5:34,Mint (M),Mint (M),Amazon,NA,Yes,Yes x2,9/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/17/2017 12:00,NA,https://api.discogs.com/releases/3139530,Funk / Soul,,11,Vinyl,2,3222,891,4.64,255,9/10/2022,1982,70
SP1122,Beach House,Depression Cherry,Sub Pop,"LP, Album, Ltd, Cle",NA,2015,7391683,Vinyl LPs (New),4/5/2016 4:50,Mint (M),Mint (M),Label,Sub Pop,NA,Yes,4/17/2021,11/11/2021,9/10/2022,3/6/2023,4/7/2023,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/7391683,Rock,Ethereal,9,Vinyl,1,4741,2453,4.38,343,9/10/2022,2015,44.8
IDIB-028,Chromatics,Night Drive,Italians Do It Better,"2xLP, Album, RE, RP, Blu",NA,2018,11865754,Vinyl LPs (New),9/10/2022 9:51,Mint (M),Mint (M),Label,Italians Do It Better,NA,Yes x2,9/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/6/2018 12:00,"Blue, Blue",https://api.discogs.com/releases/11865754,Electronic,Electro,19,Vinyl,2,131,208,4.75,16,9/11/2022,2007,79
RSE0326-1,Aesop Rock,Appleseed,Rhymesayers Entertainment,"12"", EP, RE, Tra",NA,2021,19481596,Vinyl LPs (New),9/11/2022 16:43,Mint (M),Mint (M),Park Ave CDs,NA,No,Yes,9/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray,https://api.discogs.com/releases/19481596,Hip Hop,Conscious,8,Vinyl,1,1669,118,4.52,97,9/11/2022,1999,32
"STH2449-4, STH24494",Sudan Archives,Natural Brown Prom Queen,"Stones Throw Records, Stones Throw Records","2xLP, Album, Ltd, Ora",NA,2022,24390563,Vinyl LPs (New),9/11/2022 16:45,Mint (M),Mint (M),Park Ave CDs,NA,NA,Yes x2,9/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orange, Orange",https://api.discogs.com/releases/24390563,Hip Hop,,18,Vinyl,2,879,194,4.59,56,9/11/2022,2022,53.7
IDIB005,Glass Candy,BEATBOX,Italians Do It Better,"LP, Album, Ltd, RE, RP, Cle",NA,2013,4779598,Vinyl LPs (New),12/22/2014 14:20,Mint (M),Mint (M),Label,Italians Do It Better,No,No,3/15/2017,9/11/2022,4/14/2023,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/4779598,Electronic,Italo-Disco,11,Vinyl,1,851,353,4.42,85,9/11/2022,2007,41
MI040LPX2,The Go! Team,"Thunder, Lightning, Strike",Memphis Industries,"LP, Album, RSD, Ltd, Red",NA,2016,8393357,Vinyl LPs (New),4/17/2016 1:31,Mint (M),Mint (M),"Park Ave CDs
",NA,No,Yes,4/1/2021,9/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,https://api.discogs.com/releases/8393357,Electronic,Leftfield,13,Vinyl,1,1084,358,4.43,68,9/11/2022,2004,40.9
B0034026-01,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,"EMI, Interscope Records","LP, Album, RSD, Ltd, RE, Cle",NA,2022,23612576,Vinyl LPs (New),9/11/2022 16:48,Mint (M),Mint (M),Park Ave CDs,NA,No,Yes,9/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/23612576,Latin,Reggaeton,15,Vinyl,1,2238,828,3.86,95,9/14/2022,2020,34.75
RSE213-1,Aesop Rock,The Impossible Kid,Rhymesayers Entertainment,"LP, Gre + LP, Pin + Album",NA,2016,8446729,Vinyl LPs (New),9/11/2022 16:44,Mint (M),Mint (M),Park Ave CDs,NA,Yes,Yes x2,9/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green, Pink",https://api.discogs.com/releases/8446729,Hip Hop,Conscious,15,Vinyl,1,6665,1717,4.66,660,9/15/2022,2016,48.75
R1 83959,Lupe Fiasco,Lupe Fiasco's Food & Liquor,"Atlantic, Rhino Records (2)","2xLP, Album, Ltd, RP, Pur",NA,2017,9670596,Vinyl LPs (New),8/3/2018 3:28,Mint (M),Mint (M),Other,Sound Exchange,NA,"Yes x2
",9/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purple, Purple",https://api.discogs.com/releases/9670596,Hip Hop,,16,Vinyl,2,803,992,4.71,85,9/16/2022,2006,72
"SSR-064, none",Lord Finesse,The SP1200 Project: A Re-Awakening Deluxe Redux,"Slice-of-Spice, Bossmen, Llc","3xLP, Ltd, Cle",NA,2015,7115727,Vinyl LPs (New),5/14/2019 17:05,Mint (M),Mint (M),Other,Discogs,NA,No x3,5/14/2019,9/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear, Clear, Clear",https://api.discogs.com/releases/7115727,Hip Hop,Instrumental,18,Vinyl,3,61,164,4.38,8,9/16/2022,2015,64
"PREP 3035, PREP 3039",Lord Finesse,The Awakening,"Penalty Recordings, Penalty Recordings","LP, Album + LP + Ltd, Promo",NA,1995,519286,Vinyl LPs (Used),3/31/2014 2:34,Near Mint (NM or M-),Generic,Salvation Army,NA,NA,NA,7/25/2014,7/30/2014,9/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/519286,Hip Hop,,29,Vinyl,1,124,429,4.68,25,9/16/2022,1996,51.9
RSE0314-1,Aesop Rock,Spirit World Field Guide,Rhymesayers Entertainment,"2xLP, Album, Cle",NA,2020,16203043,Vinyl LPs (New),9/17/2022 9:34,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,9/17/2022,4/7/2023,NA,NA,NA,NA,NA,NA,NA,NA,9/14/2022 12:00,"Clear, Clear",https://api.discogs.com/releases/16203043,Hip Hop,,21,Vinyl,2,4083,523,4.64,262,9/17/2022,2020,63
RSE0324-1,Aesop Rock,Float,Rhymesayers Entertainment,"2xLP, Album, RE, Gre",NA,2020,15847743,Vinyl LPs (New),9/17/2022 7:14,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,9/17/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/14/2022 12:00,"Green, Green",https://api.discogs.com/releases/15847743,Hip Hop,Conscious,20,Vinyl,2,1370,197,4.68,65,9/17/2022,2000,69
